OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_source,_team,_team_id,_vert_slip_type
981,C3_222,Tectonic,Source: Ridgecrest 2019; N-S trending zone of left stepping cracks crosses road just to north. Right lateral with 0.8 cm separation between on one strand on N15W trend ,,Right,,,,165.0,Offset,,,,Crack(s),1.75,,,,,,,,,0.800000012,,,,,,,,2019-08-06T12:44:17-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.5902613,-117.6103862,CGS,At Site,alluvium ,35.5902613,-117.6103862,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
982,C3_330,Tectonic,Source: Ridgecrest 2019; Separation on one strand 1-1.5 cm. Additional cracks about 20 m to W (Holland). Left stepping zone ,,Right,,,,150.0,Offset,,,,En_echelon,2.0,,,,,,,,,,1.0,1.5,,,,,,2019-08-06T14:21:48-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.59555213,-117.6118433,CGS,At Site,alluvium ,35.59555213,-117.6118433,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
983,C3_335,Tectonic,Source: Ridgecrest 2019; Left stepping crack with 1-2 cm of right-lateral separation ,,Right,,,,160.0,Offset,,,,En_echelon,0.75,,,,,,,,,1.5,1.0,2.0,,,,,,2019-08-06T14:47:18-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.59857979,-117.6137648,CGS,At Site,alluvium ,35.59857979,-117.6137648,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
984,C3_336,Tectonic,"Source: Ridgecrest 2019; Left stepping zone, primary crack offsets mound with about 2 cm of right-lateral separation. good slip vector at cholla to N that has pieces shaken off?",,Right,,,,158.0,Offset,,,,En_echelon,1.0,,,,,,,,,2.0,,,,,,,,2019-08-06T14:51:22-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.59918493,-117.6140411,CGS,At Site,alluvium ,35.59918493,-117.6140411,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
985,C3_344,Tectonic,Source: Ridgecrest 2019; Left stepping zone of right lateral separation cracks. 3 cm separation recorded by small tensional stepover rhombochasm.,,Right,,,,152.0,Offset,,,,En_echelon,0.800000012,,,,,,,,,3.0,,,,,,,,2019-08-06T15:40:28-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.60266882,-117.6163797,CGS,At Site,alluvium ,35.60266882,-117.6163797,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
986,C3_345,Tectonic,Source: Ridgecrest 2019; 7 m long crack in zone. Cm scale lateral separation with local east facing scarp up to 1 cm high,,Right - Normal ,East,,,,,,,,Crack(s),2.0,,,,,,,,,1.0,,,1.0,,,,,2019-08-06T16:10:49-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.60298113,-117.6176048,CGS,At Site,alluvium ,35.60298113,-117.6176048,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',Separation
987,C3_346,Tectonic,Source: Ridgecrest 2019; Right lateral separation crack. Zone appears to dissipate about 50 m to south ,,Right,,,,160.0,Offset,,,,Crack(s),3.0,,,,,,,,,2.0,,,,,,,,2019-08-06T16:17:01-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.60283302,-117.617575,CGS,At Site,alluvium ,35.60283302,-117.617575,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
988,C3_348,Tectonic,"Source: Ridgecrest 2019; Left lateral crack in right stepping en-echelon zone, local down to NW component up to 0.5 cm.",,Left - Normal,NW,,,53.0,Offset,,,,En_echelon,1.5,,,,,,,,,1.5,,,,,0.5,,,2019-08-06T16:29:50-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.60160721,-117.6194648,CGS,At Site,alluvium ,35.60160721,-117.6194648,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',Separation
989,C3_328,Tectonic,"Source: Ridgecrest 2019; En echelon cracks, stepping to the right. ",,Left,,,31.0,40.0,Offset,,,,En_echelon,3.0,,,,,,,,,2.0,,,,,,,,2019-08-06T16:34:59-07,P. Holland,,,,,,,,,,,,,,,,,,,,,,Natural,,35.60117784,-117.6199818,CGS,At Site,alluvium,35.60117784,-117.6199818,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
990,C3_376,Tectonic,Source: Ridgecrest 2019; Right stepping en-echelon zone that trends obliquely across Quaternary fault lineament ,,Left,,,,62.0,Offset,,,,En echelon,1.5,,,,,,,,,1.0,,,,,,,,2019-08-06T16:57:44-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,Natural,,35.60162289,-117.6215382,CGS,At Site,alluvium ,35.60162289,-117.6215382,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',
991,C3_379,Tectonic,"Source: Ridgecrest 2019; Splay of 6.4 earthquake. Most slip within a 10 cm wide zone, but zone of cracking 34 m wide (very minor later or vertical separation). Down to the west component max 6 cm; From P. Holland: Offset fence, rupture width 2 m but minor cracking is about 30 m wide.",,Left - Normal,West,,,,,,,,En_echelon,34.0,,,,,,,,,15.0,,,,,6.0,,,2019-08-06T18:01:26-07,B. Swanson,,,10.0,14.0,,,,,,,,,,,,,,,,,,Cultural,,35.64618159,-117.5371325,CGS,At Site,Fence,35.64618159,-117.5371325,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',Separation
992,C3_380,Tectonic,"Source: Ridgecrest 2019; 6.4 event primary rupture, most slip accommodated within 1 m zone, but zone of cracking is 48 m wide. Vertical component 10-13 cm. Horizontal separation of fence measured parallel to fault orientation.",,Normal,East,,,,,,,,En_echelon,48.0,,,,,,,,,41.0,,,,10.0,13.0,,,2019-08-06T18:15:18-07,B. Swanson,,,,,,,,,,,,,,,,,,,,,,,,35.64656933,-117.5353355,CGS,At Site,Fence,35.64656933,-117.5353355,6.4,"C. Gutierrez/CGS
P. Holland/CGS
M. O'Neal/CGS
B. Swanson/CGS
J. Zachariasen/CGS",'08/06-1',Separation
993,C3_451,Tectonic,"Source: Ridgecrest 2019; Photo 172, 173",,Right - Normal ,East,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2019-08-13T08:20:08-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.75858966,-117.6994509,CGS,At Site,,35.75858966,-117.6994509,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
994,C3_431,Tectonic,"Source: Ridgecrest 2019; photo 174, 5 cm down to west vertical displacement. horiz displacement 3 cm N45W. 0.5 to 1 m width of deformation ",,Right - Normal,West,,,315.0,Offset,,,,Crack(s),,0.5,1.0,,,,,,,3.0,,,5.0,,,,,2019-08-13T08:29:01-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.75927626,-117.6996731,CGS,At Site,,35.75927626,-117.6996731,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
995,C3_452,Tectonic,Source: Ridgecrest 2019; Mainly 1 trace,,Right,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,2019-08-13T08:39:25-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.76202431,-117.7000058,CGS,At Site,,35.76202431,-117.7000058,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',
996,C3_432,Tectonic,Source: Ridgecrest 2019; Cracks along pre-existing eroded scarp. 4 cm down to west. 3 cm right lateral. photo 176 and 177,,Right - Normal ,West,,,,,,,,Crack(s),,,,,,,,,,3.0,,,4.0,,,,,2019-08-13T08:53:15-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.75665109,-117.6992972,CGS,At Site,,35.75665109,-117.6992972,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
997,C3_456,Tectonic,Source: Ridgecrest 2019; Scarp down on the east,,Right - Normal,East,,,,,1.5,,,,,,,,,,,,,1.5,,,9.5,,,,,2019-08-13T11:27:44-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.67236062,-117.6990404,CGS,At Site,,35.67236062,-117.6990404,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
998,C3_435,Tectonic,Source: Ridgecrest 2019; 3-4 cm down to east vertical separation. No lateral offset. Cracks step slightly west 2 m and become less continuous and less vertical displacement. Dies out to the south,,Normal,East,,,,,,,,Crack(s),,,,,,,,,,,,,,3.0,4.0,,,2019-08-13T11:31:03-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.67170331,-117.6990862,CGS,At Site,,35.67170331,-117.6990862,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
999,C3_457,Tectonic,Source: Ridgecrest 2019; nan,,Right - Normal,East,,,,,,,,,,,,,,,,,,,,,6.5,,,,,2019-08-13T11:34:44-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.67342206,-117.6994501,CGS,At Site,,35.67342206,-117.6994501,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1000,C3_459,Tectonic,"Source: Ridgecrest 2019; Dying out to north, photo 184. Bearing n5w back toward cars",,Right,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2019-08-13T11:46:57-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.67662738,-117.6993783,CGS,At Site,,35.67662738,-117.6993783,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',
1001,C3_448,Tectonic,Source: Ridgecrest 2019; 3 cm down to east normal offset. Photos 187-189,,Normal,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2019-08-13T12:38:05-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.6787304,-117.7080352,CGS,At Site,,35.6787304,-117.7080352,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1002,C3_440,Tectonic,Source: Ridgecrest 2019; Zone of discontinuous cracks. Slight left lateral offset(?). Photo 194. Trend N35E. 2-3 cm vertical offset down to east. Zone of deformation 1-2 m wide,,Normal,East,,,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,3.0,,,2019-08-13T13:39:13-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.69757996,-117.7838077,CGS,At Site,,35.69757996,-117.7838077,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1003,C3_460,Tectonic,"Source: Ridgecrest 2019; East side down, photo 195, single strand.  Difficult to measure left or right displacement.  Normal with east side down",,Normal,East,,,,,,,,,,,,,,,,,,2.0,,,2.5,,,,,2019-08-13T13:47:34-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.69841417,-117.7834369,CGS,At Site,,35.69841417,-117.7834369,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1004,C3_442,Tectonic,Source: Ridgecrest 2019; Minor cracks in zone up to 1 m wide. Becomes less prominent to south. 2.5 cm left lateral offset. East side down. Photo 197. ,,Left,East,,,,,,,,,,,1.0,,,,,,,,,,2.5,,,,,2019-08-13T13:55:06-07,M. DeFrisco,,,,,,,,,,,,,,,,,,,,,,,,35.69678884,-117.7840317,CGS,At Site,,35.69678884,-117.7840317,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1005,C3_461,Tectonic,"Source: Ridgecrest 2019; East side down, photo 198, strike N5E",,Left - Normal,East,,,,,,,,,,,,,,,,,,2.0,,,0.5,,,,,2019-08-13T14:42:31-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.65732675,-117.6927672,CGS,At Site,,35.65732675,-117.6927672,7.1,"M. DeFrisco/CGS
J. Hernandez/CGS",'08/13-1',Separation
1006,29,Tectonic,"Source: Ridgecrest 2019; Fault plane exposed in walls of vertical road cut on southside of CT Access Road. Left-lateral offset of road cut slope of 11 cm and normal seperation of top of road cut of 3 cm, down-to-the-northwest; Strike and dip of fault plane in old alluvium: N55E 85N.",,Left - Normal,North,85.0,,235.0,Offset,,,,Scarp; En echelon cracks,2.0,,,,,,,,,11.0,,,3.0,,,,,2019-08-15T00:00:00-07,S. Bacon,,,233.0,237.0,,,,,No,No,,,,,233.0,237.0,,,,1.149999976,,,,35.679403,-117.539007,DRI,At Site,Road edge; soil,35.679403,-117.539007,6.4,S. Bacon/DRI,'08/15-1',Separation
1007,68,Tectonic,"Source: Ridgecrest 2019; Well-defined fissure, moletracks, and ground fractures striking N10E. Fissure with 4 to 5 cm of subsidence.",,Normal,,,,,,,2.900000095,3.599999905,Mole track; En echelon cracks; Other,,,,,,,,,,,,,,4.0,5.0,,,2019-08-15T00:00:00-07,S. Bacon,,,8.0,12.0,,,,,No,No,,,,,,,Extension estimated based on 70° slope of graben sides.,,,,,,Extension,35.69738629,-117.5197994,DRI,At Site,Soil,35.69738629,-117.5197994,Uncertain,S. Bacon/DRI,'08/15-1',Separation
1008,30,Tectonic,"Source: Ridgecrest 2019; Fault plane exposed in walls of vertical road cut on northside of CT Access Road. Left-lateral offset of road cut slope of 9 cm and normal seperation of top of road cut of 3 to 4 cm, down-to-the-northwest; Strike and dip of fault plane in old alluvium: N35E 85N.",,Left - Normal,North,85.0,,215.0,Offset,,,,Scarp; En echelon cracks,2.0,,,,,,,,,9.0,,,,3.0,4.0,,,2019-08-15T00:00:00-07,S. Bacon,,,213.0,217.0,,,,,No,No,,,,,213.0,217.0,,,,1.149999976,,,,35.67948523,-117.5387487,DRI,At Site,Road edge; soil,35.67948523,-117.5387487,6.4,S. Bacon/DRI,'08/15-1',Separation
1009,111,Tectonic,Source: Ridgecrest 2019; Fault plane exposed in walls of vertical road cut on northside of CT Access Road. Left-lateral offset of road cut slope of 2 to 3 cm and no observed normal separation of top of road cut; Strike and dip of fault plane in old alluvium: N50E 80-85N.,,Left,,,,230.0,Offset,,,,Zone of deformation,1.0,,,,,,,,,,2.0,3.0,,,,,,2019-08-15T00:00:00-07,S. Bacon,,,228.0,232.0,80.0,85.0,,,No,No,,,,,228.0,232.0,,,,1.149999976,,,,35.67840251,-117.5350542,DRI,At Site,Road edge; soil,35.67840251,-117.5350542,6.4,S. Bacon/DRI,'08/15-1',
1010,28,Tectonic,Source: Ridgecrest 2019; Fresh fissure and en echelon ground fractures. Fissure had fault scarp showing 3-5 cm normal separation across ~10 cm wide fissure. Fissure strike N30E; separation down-to-the-northwest.,,Left - Normal,North,,,,,10.0,,,En echelon cracks; Other,,2.0,3.0,,,,,,,,,,,3.0,5.0,,,2019-08-15T00:00:00-07,S. Bacon,,,208.0,212.0,,,,,No,No,,,,,,,,,,0.100000001,,,Extension,35.67928675,-117.5392825,DRI,At Site,Soil,35.67928675,-117.5392825,6.4,S. Bacon/DRI,'08/15-1',Separation
1011,C3_465,Tectonic,Source: Ridgecrest 2019; nan,,Right - Normal ,,,,,Offset,,,,Scarp,,,,,,,,,,150.0,,,4.0,2.0,6.0,,,2019-08-19T13:41:38-07,B. Olson,,,,,,,,,,,,,,,,10.0,,,,0.400000006,,Natural,,35.74491785,-117.58731,CGS,At Site,Stream bed,35.74491785,-117.58731,7.1,"B. Haddon/USGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS",'08/19-1',Separation
1012,C3_467,Tectonic,"Source: Ridgecrest 2019; Bpeo 01. 2 rills and 1 channel on east of fault, only one channel on west. Measured on south margin of channel. 335 cm minimum right-lateral, 400 cm maximum 357.5 +- 37.5. Second cm scale strand 10 m to east, 2 cm right lateral, no vertical. Likely pre-existing topo, dunes on west not on east, may control drainage.",,Right,East,,,,Separation,,,,,,,,,,,,,,357.5,335.0,400.0,40.0,30.0,50.0,,,2019-08-20T09:54:37-07,B. Olson,,,,,,,,,,,,,,,,,,,,2.0,,Natural,,35.74611998,-117.5886911,CGS,At Site,"Channel margin, south edge",35.74611998,-117.5886911,7.1,"B. Haddon/USGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS",'08/20-1',Separation
1013,C3_468,Tectonic,Source: Ridgecrest 2019; nan,,Right,East,,,,Separation,,,,Scarp,0.5,,,,,,,,,80.0,60.0,100.0,5.0,0.0,10.0,,,2019-08-20T11:45:47-07,B. Olson,,,,,,,,,,,,,,,,,,,,0.5,,,,35.74479552,-117.587399,CGS,At Site,,35.74479552,-117.587399,7.1,"B. Haddon/USGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS",'08/20-1',Separation
1014,C3_502 (Bpeo 9),Tectonic,Source: Ridgecrest 2019; Series of subparallel faults in salt crust. ,,Left,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,2019-08-20T15:53:30-07,K. Kendrick,,,,,,,,,,,,,,,,,,,,,,,,35.73780978,-117.5827217,USGS,At Site,,35.73780978,-117.5827217,7.1,"B. Haddon/USGS
K. Kendrick/USGS
B. Olson/CGS
J. Patton/CGS",'08/20-1',
1015,C3_471,Tectonic,"Source: Ridgecrest 2019; Bpeo 10. Slickenline observation. Block may not be 100% in place. Rake measurement +/- 5 deg. Straight, not curved. More overhang than flung crust pieces, flung PCs up to 2m from scarp. Brian Olsen used gps line survey along north and south sides of road, along the base of berms. Horizontal 150 +/- 10 cm, vertical 15 +/- 5 cm",,Right,East,,,,Separation,,,,,,15.0,20.0,,,,,,,150.0,140.0,160.0,15.0,10.0,20.0,,,2019-08-21T08:28:13-07,B. Olson,,,,,,,,,Yes,,,,,,,,,,,0.5,,,,35.74061316,-117.5834489,CGS,At Site,,35.74061316,-117.5834489,7.1,"B. Haddon/USGS
B. Olson/CGS
J. Patton/CGS",'08/21-1',Separation
1016,C3_476 (Bpeo 15),Tectonic,Source: Ridgecrest 2019; Slicks,,,West,,,,,,,,Not_Reported,,,,,,,,,,,,,70.0,,,,,2019-08-21T11:48:25-07,B. Olson,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,35.74240119,-117.5847461,CGS,At Site,Not Reported,35.74240119,-117.5847461,7.1,"B. Haddon/USGS
B. Olson/CGS
J. Patton/CGS",'08/21-1',Separation
1017,C3_486,Tectonic,Source: Ridgecrest 2019; Distributed cracking (N65W); west strand N35E; horizontal slip 5 cm N30E,,Left,,,,30.0,Offset,,,,Crack(s),270.0,,,,,,,,,5.0,,,,,,,,2019-08-22T12:56:10-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.63389321,-117.5544755,CGS,At Site,,35.63389321,-117.5544755,6.4,J. Hernandez/CGS,'08/22-2',
1018,C3_487,Tectonic,"Source: Ridgecrest 2019; 7 cm variable vertical displacement, west up here, west down about 4 m to N",,Normal,East,,,,,,,,,,,,,,,,,,,,,7.0,,,,,2019-08-22T13:09:27-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.63333842,-117.5550439,CGS,At Site,,35.63333842,-117.5550439,6.4,J. Hernandez/CGS,'08/22-2',Separation
1019,C3_488,Tectonic,"Source: Ridgecrest 2019; Offset drainage, as noted in two other locations of similar displacement",,Left - Normal,West,,,,,,,,,,,,,,,,,,185.0,,,13.5,,,,,2019-08-22T13:46:13-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,Natural,,35.62837394,-117.5615821,CGS,At Site,Channel,35.62837394,-117.5615821,6.4,J. Hernandez/CGS,'08/22-2',Separation
1020,C3_489,Tectonic,Source: Ridgecrest 2019; After shock during measurement. ,,Left - Normal,East,,,52.0,Offset,,,,,,,,,,,,,,124.0,,,34.0,,,,,2019-08-22T13:54:50-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.62776759,-117.5625311,CGS,At Site,,35.62776759,-117.5625311,6.4,J. Hernandez/CGS,'08/22-2',Separation
1021,C3_491,Tectonic,Source: Ridgecrest 2019; Crown of road offset 3 cm left,,Left,East,,,,,,,,Not_Reported,7.0,,,,,,,,,3.0,,,,,,,,2019-08-22T14:57:18-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,Cultural,,35.63588421,-117.552513,CGS,At Site,Dirt road,35.63588421,-117.552513,6.4,J. Hernandez/CGS,'08/22-2',
1022,C3_492,Tectonic,Source: Ridgecrest 2019; Multiple en echelon faults with local zones of distributed deformation.,,Left - Normal,East,,,,,,,,Crack(s),,,,,,,,,,,,,5.0,,,,,2019-08-22T15:31:42-07,J. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,35.63429735,-117.5508746,CGS,At Site,,35.63429735,-117.5508746,6.4,J. Hernandez/CGS,'08/22-2',Separation
1023,C3_493,Tectonic,Source: Ridgecrest 2019; Eastern most strand. ,,Left,,,,,,,,,Crack(s),,,,,,,,,,16.5,,,,,,,,2019-08-22T15:45:00-07,J. Hernandez,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Natural,,35.63547693,-117.5490516,CGS,At Site,Drainage,35.63547693,-117.5490516,6.4,J. Hernandez/CGS,'08/22-2',
1024,C4_1,Tectonic,"Source: Ridgecrest 2019; Uncertainty - Horizontal:  370 min, 460 cm
Hudnut, Dawson, Haddon, Olson.  SFM site. Site: AMI-1",,Right - Normal,West,,,328.0,Offset,,,,Scarp,20.0,,,,,,,,,440.0,370.0,460.0,120.0,100.0,140.0,,,2019-09-12T09:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated,,,13.0,,Cultural,,35.77591534,-117.6038437,CGS,At Site,Offset surface cable along dirt track. ,35.77591534,-117.6038437,7.1,"R. Koehler/UNR
I. Pierce/UNR
A. Williams/ASU",'09/12-1',Separation
1025,,Tectonic,Source: Ridgecrest 2019; This site appears as a phase gradient in Sentinel-1 InSAR so we stopped to look for cracks and found several very small offset cracks.  The location is ~100 m west of Trona Rd.,,Left,,,,,,,,,,3.0,,,,,,,,,0.200000003,,,,,,,,2019-09-12T11:00:00-07,D. Sandwell,,,20.0,40.0,,,,,,,,,,,,,Observation time is estimated,,,,,Cultural,,35.569692,-117.560751,UCSD-Scripps,At Site,Dirt Road,35.569692,-117.560751,6.4,D. Sandwell/SDSU,'09/12-3',
1026,C4_6,Tectonic,"Source: Ridgecrest 2019; Long aperture measurement sighting down powerlines from west to east. Two poles are within zone of deformation and not used in projection.  Measurement appears to be well-constrained, with some uncertainty that needs to be added due to choice of fault azimuth. Feature trend is 100 degrees, both sides of fault zone. ",,Right,,,280.0,,,,,,Zone of deformation,,,,,,,,,,335.0,,,,,,,,2019-09-12T11:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated,,,150.0,,Cultural,,35.75779794,-117.5983963,CGS,At Site,Powerline,35.75779794,-117.5983963,7.1,"R. Koehler/UNR
I. Pierce/UNR
A. Williams/ASU",'09/12-1',
1027,C4_7,Tectonic,Source: Ridgecrest 2019; Projected alignments of power poles,,Right,,,354.0,,Separation,,,,Crack(s),,,,,,,,,,235.0,185.0,285.0,,,,,,2019-09-12T11:30:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Cultural,,35.76365928,-117.601265,CGS,At Site,Pole alignment,35.76365928,-117.601265,7.1,"R. Koehler/UNR
I. Pierce/UNR
A. Williams/ASU",'09/12-1',
1028,C4_8,Tectonic,"Source: Ridgecrest 2019; Minimum - 350cm; Maximum - 415cm, Hudnut/Seitz preciously measured dune crest offset here as 375cm. Rupture width = 300; Aperture = 200.",,Right,West,,326.0,,Separation,,,,Scarp,3.0,,,,,,,,,380.0,350.0,415.0,15.0,,,,,2019-09-12T12:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated. Assume width and aperture measurements reported in cm.,,,2.0,,Natural,,35.75420462,-117.5948486,CGS,At Site,Dune crest,35.75420462,-117.5948486,7.1,"R. Koehler/UNR
I. Pierce/UNR
A. Williams/ASU",'09/12-1',Separation
1029,C4_12,Tectonic,"Source: Ridgecrest 2019; Reported measurement taken on northern channel margin, additional offset measurement of channel centerline (thalweg) are 468 cm (Dawson) and 448 cm (Haddon). Rupture width: 120. Aperture: 120.",,Right,East,,135.0,,,,,,Scarp,1.200000048,,,,,,,,,470.0,,,15.0,10.0,20.0,,,2019-09-13T14:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated. Assume reported widths are in cm,,,1.200000048,,Natural,,35.746856,-117.5894775,CGS,At Site,Channel margin/thalweg,35.746856,-117.5894775,7.1,"T. Dawson/CGS
B. Haddon/USGS
K. Hudnut/USGS
B. Olson/CGS",'09/13-1',Separation
1030,C4_10,Tectonic,"Source: Ridgecrest 2019; UPDATED 9/13/2019 - Hudnut, Haddon, Dawson, Olson measured north channel edge at 403 cm preferred, 425 cm maximum; second fault strand to the east has ~42 cm +/- 5 cm of right-lateral offset. Rupture width: 200. Aperture: 100.",,Right,West,,,,,,,,Scarp,2.0,,,,,,,,,403.0,,425.0,20.0,,,,,2019-09-13T14:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated. Assume reported rupturewidth and aperture is in cm.,,,1.0,,Natural,,35.74863493,-117.5909653,CGS,At Site,Playa channel edge (north),35.74863493,-117.5909653,7.1,"T. Dawson/CGS
B. Haddon/USGS
K. Hudnut/USGS
B. Olson/CGS",'09/13-1',Separation
1031,C4_11,Tectonic,Source: Ridgecrest 2019; nan,,Right,,,20.0,,Separation,,,,Scarp,,,,,,,,,,42.0,37.0,47.0,5.0,3.0,7.0,,,2019-09-13T14:00:00-07,B. Olson,,,,,,,,,,,,,,,,,Observation time is estimated,,,,,Natural,,35.74865643,-117.5908585,CGS,At Site,Playa channel,35.74865643,-117.5908585,7.1,"T. Dawson/CGS
B. Haddon/USGS
K. Hudnut/USGS
B. Olson/CGS",'09/13-1',Separation
